item_key,unit,category,item,co2,source,match_key,match_tokens
chicken or turkey stuffing and vegetables including carrots broccoli and or dark green leafy gravy,0.054,food,"chicken or turkey, stuffing, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy",9.87,Existing Dataset,chicken or turkey stuffing and vegetable including carrot broccoli and or dark green leafy gravy,"('chicken', 'or', 'turkey', 'stuffing', 'and', 'vegetable', 'including', 'carrot', 'broccoli', 'and', 'or', 'dark', 'green', 'leafy', 'gravy')"
chicken or turkey stuffing and vegetables including carrots broccoli and or dark green leafy gravy,kg,food,"Chicken or turkey, stuffing, and vegetables including carrots, broccoli, and/or dark-green leafy; gravy",9.87,combined_food_emissions,chicken or turkey stuffing and vegetable including carrot broccoli and or dark green leafy gravy,"('chicken', 'or', 'turkey', 'stuffing', 'and', 'vegetable', 'including', 'carrot', 'broccoli', 'and', 'or', 'dark', 'green', 'leafy', 'gravy')"
chicken or turkey stuffing and vegetables including carrots broccoli and or dark green leafy no sauce,0.066,food,"chicken or turkey, stuffing, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce",9.87,Existing Dataset,chicken or turkey stuffing and vegetable including carrot broccoli and or dark green leafy no sauce,"('chicken', 'or', 'turkey', 'stuffing', 'and', 'vegetable', 'including', 'carrot', 'broccoli', 'and', 'or', 'dark', 'green', 'leafy', 'no', 'sauce')"
chicken or turkey stuffing and vegetables including carrots broccoli and or dark green leafy no sauce,kg,food,"Chicken or turkey, stuffing, and vegetables including carrots, broccoli, and/or dark-green leafy; no sauce",9.87,combined_food_emissions,chicken or turkey stuffing and vegetable including carrot broccoli and or dark green leafy no sauce,"('chicken', 'or', 'turkey', 'stuffing', 'and', 'vegetable', 'including', 'carrot', 'broccoli', 'and', 'or', 'dark', 'green', 'leafy', 'no', 'sauce')"
chicken or turkey tetrazzini,0.039,food,chicken or turkey tetrazzini,9.87,Existing Dataset,chicken or turkey tetrazzini,"('chicken', 'or', 'turkey', 'tetrazzini')"
chicken or turkey tetrazzini,kg,food,Chicken or turkey tetrazzini,9.87,combined_food_emissions,chicken or turkey tetrazzini,"('chicken', 'or', 'turkey', 'tetrazzini')"
chicken or turkey vegetable soup canned prepared with water or ready to serve,0.023,food,"chicken or turkey vegetable soup, canned, prepared with water or ready-to-serve",9.87,Existing Dataset,chicken or turkey vegetable soup canned prepared with water or ready to serve,"('chicken', 'or', 'turkey', 'vegetable', 'soup', 'canned', 'prepared', 'with', 'water', 'or', 'ready', 'to', 'serve')"
chicken or turkey vegetable soup canned prepared with water or ready to serve,kg,food,"Chicken or turkey vegetable soup, canned, prepared with water or ready-to-serve",9.87,combined_food_emissions,chicken or turkey vegetable soup canned prepared with water or ready to serve,"('chicken', 'or', 'turkey', 'vegetable', 'soup', 'canned', 'prepared', 'with', 'water', 'or', 'ready', 'to', 'serve')"
chicken or turkey vegetable soup home recipe,0.043,food,"chicken or turkey vegetable soup, home recipe",9.87,Existing Dataset,chicken or turkey vegetable soup home recipe,"('chicken', 'or', 'turkey', 'vegetable', 'soup', 'home', 'recipe')"
chicken or turkey vegetable soup home recipe,kg,food,"Chicken or turkey vegetable soup, home recipe",9.87,combined_food_emissions,chicken or turkey vegetable soup home recipe,"('chicken', 'or', 'turkey', 'vegetable', 'soup', 'home', 'recipe')"
chicken or turkey vegetable soup stew type,0.1,food,"chicken or turkey vegetable soup, stew type",9.87,Existing Dataset,chicken or turkey vegetable soup stew type,"('chicken', 'or', 'turkey', 'vegetable', 'soup', 'stew', 'type')"
chicken or turkey vegetable soup stew type,kg,food,"Chicken or turkey vegetable soup, stew type",9.87,combined_food_emissions,chicken or turkey vegetable soup stew type,"('chicken', 'or', 'turkey', 'vegetable', 'soup', 'stew', 'type')"
chicken or turkey vegetable soup with noodles stew type chunky style canned or ready to serve,0.1,food,"chicken or turkey vegetable soup with noodles, stew type, chunky style, canned or ready-to-serve",9.87,Existing Dataset,chicken or turkey vegetable soup with noodle stew type chunky style canned or ready to serve,"('chicken', 'or', 'turkey', 'vegetable', 'soup', 'with', 'noodle', 'stew', 'type', 'chunky', 'style', 'canned', 'or', 'ready', 'to', 'serve')"
chicken or turkey vegetable soup with noodles stew type chunky style canned or ready to serve,kg,food,"Chicken or turkey vegetable soup with noodles, stew type, chunky style, canned or ready-to-serve",9.87,combined_food_emissions,chicken or turkey vegetable soup with noodle stew type chunky style canned or ready to serve,"('chicken', 'or', 'turkey', 'vegetable', 'soup', 'with', 'noodle', 'stew', 'type', 'chunky', 'style', 'canned', 'or', 'ready', 'to', 'serve')"
chicken or turkey vegetable soup with potato and cheese chunky style canned or ready to serve,0.04,food,"chicken or turkey vegetable soup with potato and cheese, chunky style, canned or ready-to-serve",9.87,Existing Dataset,chicken or turkey vegetable soup with potato and cheese chunky style canned or ready to serve,"('chicken', 'or', 'turkey', 'vegetable', 'soup', 'with', 'potato', 'and', 'cheese', 'chunky', 'style', 'canned', 'or', 'ready', 'to', 'serve')"
chicken or turkey vegetable soup with potato and cheese chunky style canned or ready to serve,kg,food,"Chicken or turkey vegetable soup with potato and cheese, chunky style, canned or ready-to-serve",9.87,combined_food_emissions,chicken or turkey vegetable soup with potato and cheese chunky style canned or ready to serve,"('chicken', 'or', 'turkey', 'vegetable', 'soup', 'with', 'potato', 'and', 'cheese', 'chunky', 'style', 'canned', 'or', 'ready', 'to', 'serve')"
chicken or turkey vegetable soup with rice home recipe mexican style,0.063,food,"chicken or turkey vegetable soup with rice, home recipe, mexican style",9.87,Existing Dataset,chicken or turkey vegetable soup with rice home recipe mexican style,"('chicken', 'or', 'turkey', 'vegetable', 'soup', 'with', 'rice', 'home', 'recipe', 'mexican', 'style')"
chicken or turkey vegetable soup with rice home recipe mexican style,kg,food,"Chicken or turkey vegetable soup with rice, home recipe, Mexican style",9.87,combined_food_emissions,chicken or turkey vegetable soup with rice home recipe mexican style,"('chicken', 'or', 'turkey', 'vegetable', 'soup', 'with', 'rice', 'home', 'recipe', 'mexican', 'style')"
chicken or turkey vegetable soup with rice stew type chunky style,0.1,food,"chicken or turkey vegetable soup with rice, stew type, chunky style",9.87,Existing Dataset,chicken or turkey vegetable soup with rice stew type chunky style,"('chicken', 'or', 'turkey', 'vegetable', 'soup', 'with', 'rice', 'stew', 'type', 'chunky', 'style')"
chicken or turkey vegetable soup with rice stew type chunky style,kg,food,"Chicken or turkey vegetable soup with rice, stew type, chunky style",9.87,combined_food_emissions,chicken or turkey vegetable soup with rice stew type chunky style,"('chicken', 'or', 'turkey', 'vegetable', 'soup', 'with', 'rice', 'stew', 'type', 'chunky', 'style')"
chicken or turkey with cheese sauce,0.05,food,chicken or turkey with cheese sauce,9.87,Existing Dataset,chicken or turkey with cheese sauce,"('chicken', 'or', 'turkey', 'with', 'cheese', 'sauce')"
chicken or turkey with cheese sauce,kg,food,Chicken or turkey with cheese sauce,9.87,combined_food_emissions,chicken or turkey with cheese sauce,"('chicken', 'or', 'turkey', 'with', 'cheese', 'sauce')"
chicken or turkey with cream sauce,0.048,food,chicken or turkey with cream sauce,9.87,Existing Dataset,chicken or turkey with cream sauce,"('chicken', 'or', 'turkey', 'with', 'cream', 'sauce')"
chicken or turkey with cream sauce,kg,food,Chicken or turkey with cream sauce,9.87,combined_food_emissions,chicken or turkey with cream sauce,"('chicken', 'or', 'turkey', 'with', 'cream', 'sauce')"
chicken or turkey with dumplings,0.051,food,chicken or turkey with dumplings,9.87,Existing Dataset,chicken or turkey with dumpling,"('chicken', 'or', 'turkey', 'with', 'dumpling')"
chicken or turkey with dumplings,kg,food,Chicken or turkey with dumplings,9.87,combined_food_emissions,chicken or turkey with dumpling,"('chicken', 'or', 'turkey', 'with', 'dumpling')"
chicken or turkey with mushroom sauce,0.049,food,chicken or turkey with mushroom sauce,9.87,Existing Dataset,chicken or turkey with mushroom sauce,"('chicken', 'or', 'turkey', 'with', 'mushroom', 'sauce')"
chicken or turkey with mushroom sauce,kg,food,Chicken or turkey with mushroom sauce,9.87,combined_food_emissions,chicken or turkey with mushroom sauce,"('chicken', 'or', 'turkey', 'with', 'mushroom', 'sauce')"
chicken or turkey with stuffing,0.082,food,chicken or turkey with stuffing,9.87,Existing Dataset,chicken or turkey with stuffing,"('chicken', 'or', 'turkey', 'with', 'stuffing')"
chicken or turkey with stuffing,kg,food,Chicken or turkey with stuffing,9.87,combined_food_emissions,chicken or turkey with stuffing,"('chicken', 'or', 'turkey', 'with', 'stuffing')"
chicken or turkey with teriyaki,0.07,food,chicken or turkey with teriyaki,9.87,Existing Dataset,chicken or turkey with teriyaki,"('chicken', 'or', 'turkey', 'with', 'teriyaki')"
chicken or turkey with teriyaki,kg,food,Chicken or turkey with teriyaki,9.87,combined_food_emissions,chicken or turkey with teriyaki,"('chicken', 'or', 'turkey', 'with', 'teriyaki')"
chicken patty breaded,0.09,food,"chicken patty, breaded",9.87,Existing Dataset,chicken patty breaded,"('chicken', 'patty', 'breaded')"
chicken patty breaded,kg,food,"Chicken patty, breaded",9.87,combined_food_emissions,chicken patty breaded,"('chicken', 'patty', 'breaded')"
chicken patty or nuggets boneless breaded potatoes vegetable frozen meal,0.081,food,"chicken patty, or nuggets, boneless, breaded, potatoes, vegetable, frozen meal",9.87,Existing Dataset,chicken patty or nugget boneless breaded potato vegetable frozen meal,"('chicken', 'patty', 'or', 'nugget', 'boneless', 'breaded', 'potato', 'vegetable', 'frozen', 'meal')"
chicken patty or nuggets boneless breaded potatoes vegetable frozen meal,kg,food,"Chicken patty, or nuggets, boneless, breaded, potatoes, vegetable, frozen meal",9.87,combined_food_emissions,chicken patty or nugget boneless breaded potato vegetable frozen meal,"('chicken', 'patty', 'or', 'nugget', 'boneless', 'breaded', 'potato', 'vegetable', 'frozen', 'meal')"
chicken patty or nuggets boneless breaded with pasta and tomato sauce fruit dessert frozen meal,0.092,food,"chicken patty or nuggets, boneless, breaded, with pasta and tomato sauce, fruit, dessert, frozen meal",9.87,Existing Dataset,chicken patty or nugget boneless breaded with pasta and tomato sauce fruit dessert frozen meal,"('chicken', 'patty', 'or', 'nugget', 'boneless', 'breaded', 'with', 'pasta', 'and', 'tomato', 'sauce', 'fruit', 'dessert', 'frozen', 'meal')"
chicken patty or nuggets boneless breaded with pasta and tomato sauce fruit dessert frozen meal,kg,food,"Chicken patty or nuggets, boneless, breaded, with pasta and tomato sauce, fruit, dessert, frozen meal",9.87,combined_food_emissions,chicken patty or nugget boneless breaded with pasta and tomato sauce fruit dessert frozen meal,"('chicken', 'patty', 'or', 'nugget', 'boneless', 'breaded', 'with', 'pasta', 'and', 'tomato', 'sauce', 'fruit', 'dessert', 'frozen', 'meal')"
chicken prepackaged or deli luncheon meat,0.02,food,"chicken, prepackaged or deli, luncheon meat",6.9,Existing Dataset,chicken prepackaged or deli luncheon meat,"('chicken', 'prepackaged', 'or', 'deli', 'luncheon', 'meat')"
chicken prepackaged or deli luncheon meat,kg,food,"Chicken, prepackaged or deli, luncheon meat",6.9,combined_food_emissions,chicken prepackaged or deli luncheon meat,"('chicken', 'prepackaged', 'or', 'deli', 'luncheon', 'meat')"
chicken prepackaged or deli luncheon meat reduced sodium,0.02,food,"chicken, prepackaged or deli, luncheon meat, reduced sodium",6.9,Existing Dataset,chicken prepackaged or deli luncheon meat reduced sodium,"('chicken', 'prepackaged', 'or', 'deli', 'luncheon', 'meat', 'reduced', 'sodium')"
chicken prepackaged or deli luncheon meat reduced sodium,kg,food,"Chicken, prepackaged or deli, luncheon meat, reduced sodium",6.9,combined_food_emissions,chicken prepackaged or deli luncheon meat reduced sodium,"('chicken', 'prepackaged', 'or', 'deli', 'luncheon', 'meat', 'reduced', 'sodium')"
chicken rice soup puerto rican style,0.07,food,"chicken rice soup, puerto rican style",9.87,Existing Dataset,chicken rice soup puerto rican style,"('chicken', 'rice', 'soup', 'puerto', 'rican', 'style')"
chicken rice soup puerto rican style,kg,food,"Chicken rice soup, Puerto Rican style",9.87,combined_food_emissions,chicken rice soup puerto rican style,"('chicken', 'rice', 'soup', 'puerto', 'rican', 'style')"
chicken salad or chicken spread sandwich,0.078,food,chicken salad or chicken spread sandwich,9.87,Existing Dataset,chicken salad or chicken spread sandwich,"('chicken', 'salad', 'or', 'chicken', 'spread', 'sandwich')"
chicken salad or chicken spread sandwich,kg,food,Chicken salad or chicken spread sandwich,9.87,combined_food_emissions,chicken salad or chicken spread sandwich,"('chicken', 'salad', 'or', 'chicken', 'spread', 'sandwich')"
chicken salad spread,0.03,food,chicken salad spread,9.87,Existing Dataset,chicken salad spread,"('chicken', 'salad', 'spread')"
chicken salad spread,kg,food,Chicken salad spread,9.87,combined_food_emissions,chicken salad spread,"('chicken', 'salad', 'spread')"
chicken shredded or pulled with barbecue sauce,0.066,food,"chicken, shredded or pulled, with barbecue sauce",6.9,Existing Dataset,chicken shredded or pulled with barbecue sauce,"('chicken', 'shredded', 'or', 'pulled', 'with', 'barbecue', 'sauce')"
chicken shredded or pulled with barbecue sauce,kg,food,"Chicken, shredded or pulled, with barbecue sauce",6.9,combined_food_emissions,chicken shredded or pulled with barbecue sauce,"('chicken', 'shredded', 'or', 'pulled', 'with', 'barbecue', 'sauce')"
chicken skin,0.063,food,chicken skin,9.87,Existing Dataset,chicken skin,"('chicken', 'skin')"
chicken skin,kg,food,Chicken skin,9.87,combined_food_emissions,chicken skin,"('chicken', 'skin')"
chicken soup baby food,0.279,food,"chicken soup, baby food",9.87,Existing Dataset,chicken soup baby food,"('chicken', 'soup', 'baby', 'food')"
chicken soup baby food,kg,food,"Chicken soup, baby food",9.87,combined_food_emissions,chicken soup baby food,"('chicken', 'soup', 'baby', 'food')"
chicken soup with noodles and potatoes puerto rican style,0.072,food,"chicken soup with noodles and potatoes, puerto rican style",9.87,Existing Dataset,chicken soup with noodle and potato puerto rican style,"('chicken', 'soup', 'with', 'noodle', 'and', 'potato', 'puerto', 'rican', 'style')"
chicken soup with noodles and potatoes puerto rican style,kg,food,"Chicken soup with noodles and potatoes, Puerto Rican style",9.87,combined_food_emissions,chicken soup with noodle and potato puerto rican style,"('chicken', 'soup', 'with', 'noodle', 'and', 'potato', 'puerto', 'rican', 'style')"
chicken stew baby food toddler,0.02,food,"chicken stew, baby food, toddler",9.87,Existing Dataset,chicken stew baby food toddler,"('chicken', 'stew', 'baby', 'food', 'toddler')"
chicken stew baby food toddler,kg,food,"Chicken stew, baby food, toddler",9.87,combined_food_emissions,chicken stew baby food toddler,"('chicken', 'stew', 'baby', 'food', 'toddler')"
chicken stick baby food,0.045,food,"chicken stick, baby food",9.87,Existing Dataset,chicken stick baby food,"('chicken', 'stick', 'baby', 'food')"
chicken stick baby food,kg,food,"Chicken stick, baby food",9.87,combined_food_emissions,chicken stick baby food,"('chicken', 'stick', 'baby', 'food')"
chicken submarine sandwich with cheese lettuce tomato and spread,0.071,food,"chicken submarine sandwich, with cheese, lettuce, tomato and spread",9.87,Existing Dataset,chicken submarine sandwich with cheese lettuce tomato and spread,"('chicken', 'submarine', 'sandwich', 'with', 'cheese', 'lettuce', 'tomato', 'and', 'spread')"
chicken submarine sandwich with cheese lettuce tomato and spread,kg,food,"Chicken submarine sandwich, with cheese, lettuce, tomato and spread",9.87,combined_food_emissions,chicken submarine sandwich with cheese lettuce tomato and spread,"('chicken', 'submarine', 'sandwich', 'with', 'cheese', 'lettuce', 'tomato', 'and', 'spread')"
chicken submarine sandwich with lettuce tomato and spread,0.071,food,"chicken submarine sandwich, with lettuce, tomato and spread",9.87,Existing Dataset,chicken submarine sandwich with lettuce tomato and spread,"('chicken', 'submarine', 'sandwich', 'with', 'lettuce', 'tomato', 'and', 'spread')"
chicken submarine sandwich with lettuce tomato and spread,kg,food,"Chicken submarine sandwich, with lettuce, tomato and spread",9.87,combined_food_emissions,chicken submarine sandwich with lettuce tomato and spread,"('chicken', 'submarine', 'sandwich', 'with', 'lettuce', 'tomato', 'and', 'spread')"
chicken tail,0.064,food,"chicken, tail",6.9,Existing Dataset,chicken tail,"('chicken', 'tail')"
chicken tail,kg,food,"Chicken, tail",6.9,combined_food_emissions,chicken tail,"('chicken', 'tail')"
chicken tenders or strips breaded from fast food,0.069,food,"chicken tenders or strips, breaded, from fast food",9.87,Existing Dataset,chicken tender or strip breaded from fast food,"('chicken', 'tender', 'or', 'strip', 'breaded', 'from', 'fast', 'food')"
chicken tenders or strips breaded from fast food,kg,food,"Chicken tenders or strips, breaded, from fast food",9.87,combined_food_emissions,chicken tender or strip breaded from fast food,"('chicken', 'tender', 'or', 'strip', 'breaded', 'from', 'fast', 'food')"
chicken tenders or strips breaded from frozen,0.085,food,"chicken tenders or strips, breaded, from frozen",9.87,Existing Dataset,chicken tender or strip breaded from frozen,"('chicken', 'tender', 'or', 'strip', 'breaded', 'from', 'frozen')"
chicken tenders or strips breaded from frozen,kg,food,"Chicken tenders or strips, breaded, from frozen",9.87,combined_food_emissions,chicken tender or strip breaded from frozen,"('chicken', 'tender', 'or', 'strip', 'breaded', 'from', 'frozen')"
chicken tenders or strips breaded from other sources,0.074,food,"chicken tenders or strips, breaded, from other sources",9.87,Existing Dataset,chicken tender or strip breaded from other source,"('chicken', 'tender', 'or', 'strip', 'breaded', 'from', 'other', 'source')"
chicken tenders or strips breaded from other sources,kg,food,"Chicken tenders or strips, breaded, from other sources",9.87,combined_food_emissions,chicken tender or strip breaded from other source,"('chicken', 'tender', 'or', 'strip', 'breaded', 'from', 'other', 'source')"
chicken tenders or strips breaded from restaurant,0.068,food,"chicken tenders or strips, breaded, from restaurant",9.87,Existing Dataset,chicken tender or strip breaded from restaurant,"('chicken', 'tender', 'or', 'strip', 'breaded', 'from', 'restaurant')"
chicken tenders or strips breaded from restaurant,kg,food,"Chicken tenders or strips, breaded, from restaurant",9.87,combined_food_emissions,chicken tender or strip breaded from restaurant,"('chicken', 'tender', 'or', 'strip', 'breaded', 'from', 'restaurant')"
chicken tenders or strips breaded from school lunch,0.074,food,"chicken tenders or strips, breaded, from school lunch",9.87,Existing Dataset,chicken tender or strip breaded from school lunch,"('chicken', 'tender', 'or', 'strip', 'breaded', 'from', 'school', 'lunch')"
chicken tenders or strips breaded from school lunch,kg,food,"Chicken tenders or strips, breaded, from school lunch",9.87,combined_food_emissions,chicken tender or strip breaded from school lunch,"('chicken', 'tender', 'or', 'strip', 'breaded', 'from', 'school', 'lunch')"
chicken tenders or strips nfs,0.069,food,"chicken tenders or strips, nfs",9.87,Existing Dataset,chicken tender or strip nfs,"('chicken', 'tender', 'or', 'strip', 'nfs')"
chicken tenders or strips nfs,kg,food,"Chicken tenders or strips, NFS",9.87,combined_food_emissions,chicken tender or strip nfs,"('chicken', 'tender', 'or', 'strip', 'nfs')"
chicken thigh baked broiled or roasted skin eaten from raw,0.063,food,"chicken thigh, baked, broiled, or roasted, skin eaten, from raw",9.87,Existing Dataset,chicken thigh baked broiled or roasted skin eaten from raw,"('chicken', 'thigh', 'baked', 'broiled', 'or', 'roasted', 'skin', 'eaten', 'from', 'raw')"
chicken thigh baked broiled or roasted skin eaten from raw,kg,food,"Chicken thigh, baked, broiled, or roasted, skin eaten, from raw",9.87,combined_food_emissions,chicken thigh baked broiled or roasted skin eaten from raw,"('chicken', 'thigh', 'baked', 'broiled', 'or', 'roasted', 'skin', 'eaten', 'from', 'raw')"
chicken thigh baked broiled or roasted skin not eaten from raw,0.067,food,"chicken thigh, baked, broiled, or roasted, skin not eaten, from raw",9.87,Existing Dataset,chicken thigh baked broiled or roasted skin not eaten from raw,"('chicken', 'thigh', 'baked', 'broiled', 'or', 'roasted', 'skin', 'not', 'eaten', 'from', 'raw')"
chicken thigh baked broiled or roasted skin not eaten from raw,kg,food,"Chicken thigh, baked, broiled, or roasted, skin not eaten, from raw",9.87,combined_food_emissions,chicken thigh baked broiled or roasted skin not eaten from raw,"('chicken', 'thigh', 'baked', 'broiled', 'or', 'roasted', 'skin', 'not', 'eaten', 'from', 'raw')"
chicken thigh baked coated skin coating eaten,0.064,food,"chicken thigh, baked, coated, skin / coating eaten",9.87,Existing Dataset,chicken thigh baked coated skin coating eaten,"('chicken', 'thigh', 'baked', 'coated', 'skin', 'coating', 'eaten')"
chicken thigh baked coated skin coating eaten,kg,food,"Chicken thigh, baked, coated, skin / coating eaten",9.87,combined_food_emissions,chicken thigh baked coated skin coating eaten,"('chicken', 'thigh', 'baked', 'coated', 'skin', 'coating', 'eaten')"
chicken thigh baked coated skin coating not eaten,0.065,food,"chicken thigh, baked, coated, skin / coating not eaten",9.87,Existing Dataset,chicken thigh baked coated skin coating not eaten,"('chicken', 'thigh', 'baked', 'coated', 'skin', 'coating', 'not', 'eaten')"
chicken thigh baked coated skin coating not eaten,kg,food,"Chicken thigh, baked, coated, skin / coating not eaten",9.87,combined_food_emissions,chicken thigh baked coated skin coating not eaten,"('chicken', 'thigh', 'baked', 'coated', 'skin', 'coating', 'not', 'eaten')"
chicken thigh baked or broiled skin eaten from fast food restaurant,0.061,food,"chicken thigh, baked or broiled, skin eaten, from fast food / restaurant",9.87,Existing Dataset,chicken thigh baked or broiled skin eaten from fast food restaurant,"('chicken', 'thigh', 'baked', 'or', 'broiled', 'skin', 'eaten', 'from', 'fast', 'food', 'restaurant')"
chicken thigh baked or broiled skin eaten from fast food restaurant,kg,food,"Chicken thigh, baked or broiled, skin eaten, from fast food / restaurant",9.87,combined_food_emissions,chicken thigh baked or broiled skin eaten from fast food restaurant,"('chicken', 'thigh', 'baked', 'or', 'broiled', 'skin', 'eaten', 'from', 'fast', 'food', 'restaurant')"
chicken thigh baked or broiled skin eaten from pre cooked,0.077,food,"chicken thigh, baked or broiled, skin eaten, from pre-cooked",9.87,Existing Dataset,chicken thigh baked or broiled skin eaten from pre cooked,"('chicken', 'thigh', 'baked', 'or', 'broiled', 'skin', 'eaten', 'from', 'pre', 'cooked')"
chicken thigh baked or broiled skin eaten from pre cooked,kg,food,"Chicken thigh, baked or broiled, skin eaten, from pre-cooked",9.87,combined_food_emissions,chicken thigh baked or broiled skin eaten from pre cooked,"('chicken', 'thigh', 'baked', 'or', 'broiled', 'skin', 'eaten', 'from', 'pre', 'cooked')"
chicken thigh baked or broiled skin not eaten from fast food restaurant,0.065,food,"chicken thigh, baked or broiled, skin not eaten, from fast food / restaurant",9.87,Existing Dataset,chicken thigh baked or broiled skin not eaten from fast food restaurant,"('chicken', 'thigh', 'baked', 'or', 'broiled', 'skin', 'not', 'eaten', 'from', 'fast', 'food', 'restaurant')"
chicken thigh baked or broiled skin not eaten from fast food restaurant,kg,food,"Chicken thigh, baked or broiled, skin not eaten, from fast food / restaurant",9.87,combined_food_emissions,chicken thigh baked or broiled skin not eaten from fast food restaurant,"('chicken', 'thigh', 'baked', 'or', 'broiled', 'skin', 'not', 'eaten', 'from', 'fast', 'food', 'restaurant')"
chicken thigh baked or broiled skin not eaten from pre cooked,0.084,food,"chicken thigh, baked or broiled, skin not eaten, from pre-cooked",9.87,Existing Dataset,chicken thigh baked or broiled skin not eaten from pre cooked,"('chicken', 'thigh', 'baked', 'or', 'broiled', 'skin', 'not', 'eaten', 'from', 'pre', 'cooked')"
chicken thigh baked or broiled skin not eaten from pre cooked,kg,food,"Chicken thigh, baked or broiled, skin not eaten, from pre-cooked",9.87,combined_food_emissions,chicken thigh baked or broiled skin not eaten from pre cooked,"('chicken', 'thigh', 'baked', 'or', 'broiled', 'skin', 'not', 'eaten', 'from', 'pre', 'cooked')"
chicken thigh fried coated prepared skinless coating eaten from raw,0.066,food,"chicken thigh, fried, coated, prepared skinless, coating eaten, from raw",9.87,Existing Dataset,chicken thigh fried coated prepared skinless coating eaten from raw,"('chicken', 'thigh', 'fried', 'coated', 'prepared', 'skinless', 'coating', 'eaten', 'from', 'raw')"
chicken thigh fried coated prepared skinless coating eaten from raw,kg,food,"Chicken thigh, fried, coated, prepared skinless, coating eaten, from raw",9.87,combined_food_emissions,chicken thigh fried coated prepared skinless coating eaten from raw,"('chicken', 'thigh', 'fried', 'coated', 'prepared', 'skinless', 'coating', 'eaten', 'from', 'raw')"
chicken thigh fried coated skin coating eaten from fast food,0.08,food,"chicken thigh, fried, coated, skin / coating eaten, from fast food",9.87,Existing Dataset,chicken thigh fried coated skin coating eaten from fast food,"('chicken', 'thigh', 'fried', 'coated', 'skin', 'coating', 'eaten', 'from', 'fast', 'food')"
chicken thigh fried coated skin coating eaten from fast food,kg,food,"Chicken thigh, fried, coated, skin / coating eaten, from fast food",9.87,combined_food_emissions,chicken thigh fried coated skin coating eaten from fast food,"('chicken', 'thigh', 'fried', 'coated', 'skin', 'coating', 'eaten', 'from', 'fast', 'food')"
chicken thigh fried coated skin coating eaten from pre cooked,0.063,food,"chicken thigh, fried, coated, skin / coating eaten, from pre-cooked",9.87,Existing Dataset,chicken thigh fried coated skin coating eaten from pre cooked,"('chicken', 'thigh', 'fried', 'coated', 'skin', 'coating', 'eaten', 'from', 'pre', 'cooked')"
chicken thigh fried coated skin coating eaten from pre cooked,kg,food,"Chicken thigh, fried, coated, skin / coating eaten, from pre-cooked",9.87,combined_food_emissions,chicken thigh fried coated skin coating eaten from pre cooked,"('chicken', 'thigh', 'fried', 'coated', 'skin', 'coating', 'eaten', 'from', 'pre', 'cooked')"
chicken thigh fried coated skin coating eaten from raw,0.063,food,"chicken thigh, fried, coated, skin / coating eaten, from raw",9.87,Existing Dataset,chicken thigh fried coated skin coating eaten from raw,"('chicken', 'thigh', 'fried', 'coated', 'skin', 'coating', 'eaten', 'from', 'raw')"
chicken thigh fried coated skin coating eaten from raw,kg,food,"Chicken thigh, fried, coated, skin / coating eaten, from raw",9.87,combined_food_emissions,chicken thigh fried coated skin coating eaten from raw,"('chicken', 'thigh', 'fried', 'coated', 'skin', 'coating', 'eaten', 'from', 'raw')"
chicken thigh fried coated skin coating eaten from restaurant,0.08,food,"chicken thigh, fried, coated, skin / coating eaten, from restaurant",9.87,Existing Dataset,chicken thigh fried coated skin coating eaten from restaurant,"('chicken', 'thigh', 'fried', 'coated', 'skin', 'coating', 'eaten', 'from', 'restaurant')"
chicken thigh fried coated skin coating eaten from restaurant,kg,food,"Chicken thigh, fried, coated, skin / coating eaten, from restaurant",9.87,combined_food_emissions,chicken thigh fried coated skin coating eaten from restaurant,"('chicken', 'thigh', 'fried', 'coated', 'skin', 'coating', 'eaten', 'from', 'restaurant')"
chicken thigh fried coated skin coating not eaten from fast food,0.082,food,"chicken thigh, fried, coated, skin / coating not eaten, from fast food",9.87,Existing Dataset,chicken thigh fried coated skin coating not eaten from fast food,"('chicken', 'thigh', 'fried', 'coated', 'skin', 'coating', 'not', 'eaten', 'from', 'fast', 'food')"
chicken thigh fried coated skin coating not eaten from fast food,kg,food,"Chicken thigh, fried, coated, skin / coating not eaten, from fast food",9.87,combined_food_emissions,chicken thigh fried coated skin coating not eaten from fast food,"('chicken', 'thigh', 'fried', 'coated', 'skin', 'coating', 'not', 'eaten', 'from', 'fast', 'food')"
chicken thigh fried coated skin coating not eaten from pre cooked,0.065,food,"chicken thigh, fried, coated, skin / coating not eaten, from pre-cooked",9.87,Existing Dataset,chicken thigh fried coated skin coating not eaten from pre cooked,"('chicken', 'thigh', 'fried', 'coated', 'skin', 'coating', 'not', 'eaten', 'from', 'pre', 'cooked')"
chicken thigh fried coated skin coating not eaten from pre cooked,kg,food,"Chicken thigh, fried, coated, skin / coating not eaten, from pre-cooked",9.87,combined_food_emissions,chicken thigh fried coated skin coating not eaten from pre cooked,"('chicken', 'thigh', 'fried', 'coated', 'skin', 'coating', 'not', 'eaten', 'from', 'pre', 'cooked')"
chicken thigh fried coated skin coating not eaten from raw,0.065,food,"chicken thigh, fried, coated, skin / coating not eaten, from raw",9.87,Existing Dataset,chicken thigh fried coated skin coating not eaten from raw,"('chicken', 'thigh', 'fried', 'coated', 'skin', 'coating', 'not', 'eaten', 'from', 'raw')"
